id,price,brand,model,year,title_status,mileage,color
510,0,ford,door,2010,salvage insurance,86841,silver
511,5630,gmc,mpv,2017,clean vehicle,58366,black
512,11100,jeep,mpv,2019,clean vehicle,11229,white
513,4650,hyundai,mpv,2019,clean vehicle,27492,white
514,0,lincoln,door,2005,salvage insurance,89705,green
515,3820,nissan,mpv,2016,clean vehicle,41654,blue
516,0,peterbilt,truck,2009,salvage insurance,982486,blue
517,2900,nissan,doors,2017,clean vehicle,31954,gray
518,50,chevrolet,door,2008,salvage insurance,172102,blue
519,5100,chevrolet,pickup,2004,clean vehicle,173321,gray
520,4700,dodge,door,2015,clean vehicle,93423,red
521,29502,ford,f-150,2017,clean vehicle,14053,red
522,0,ford,door,2008,salvage insurance,145483,red
523,6160,honda,door,2017,clean vehicle,25956,white
524,10910,jeep,mpv,2019,clean vehicle,12253,red
525,3440,hyundai,doors,2019,clean vehicle,34895,gray
526,16000,mazda,cx-3,2016,clean vehicle,47753,gray
527,3810,kia,door,2016,clean vehicle,39408,black
528,1025,peterbilt,truck,2010,salvage insurance,1017936,color:
529,3020,nissan,doors,2017,clean vehicle,33599,white
530,0,chevrolet,door,2003,salvage insurance,194673,gray
531,2000,chevrolet,pickup,2003,clean vehicle,507985,red
532,3870,ford,door,2010,clean vehicle,185983,white
533,24811,ford,door,2017,clean vehicle,28464,red
534,75,ford,door,2007,salvage insurance,154989,blue
535,5420,honda,doors,2017,clean vehicle,16702,black
536,11100,jeep,mpv,2019,clean vehicle,11449,yellow
537,4750,hyundai,mpv,2019,clean vehicle,25847,gray
538,17900,mercedes-benz,door,2015,clean vehicle,49772,gray
539,3800,nissan,door,2015,clean vehicle,83915,black
540,3160,nissan,doors,2017,clean vehicle,40306,silver
541,25,chevrolet,pickup,2010,salvage insurance,149189,white
542,1200,chevrolet,door,2001,clean vehicle,149543,red
543,6470,chevrolet,coupe,2010,clean vehicle,69622,yellow
544,26400,ford,door,2017,clean vehicle,36295,red
545,0,gmc,door,1993,salvage insurance,0,light blue
546,32500,gmc,2500hd,2018,clean vehicle,14856,blue
547,6900,honda,mpv,2017,clean vehicle,44129,brown
548,11030,jeep,mpv,2019,clean vehicle,10861,yellow
549,3460,hyundai,door,2012,clean vehicle,142106,white
550,18000,mercedes-benz,door,2015,clean vehicle,82411,black
551,3250,hyundai,door,2015,clean vehicle,111612,gray
552,3210,nissan,doors,2017,clean vehicle,35251,gray
553,13200,chevrolet,door,2017,clean vehicle,50408,black
554,27705,ford,f-150,2019,clean vehicle,15630,gray
555,7200,chevrolet,door,2017,clean vehicle,53273,black
556,28714,ford,f-150,2019,clean vehicle,14786,white
557,11200,chevrolet,door,2017,clean vehicle,85315,white
558,27502,ford,f-150,2019,clean vehicle,16146,gray
559,11900,chevrolet,door,2017,clean vehicle,76211,blue
560,29314,ford,f-150,2019,clean vehicle,15265,gray
561,11200,chevrolet,door,2017,clean vehicle,79965,silver
562,27002,ford,f-150,2019,clean vehicle,16059,gray
563,13200,chevrolet,door,2017,clean vehicle,62739,black
564,28214,ford,f-150,2019,clean vehicle,15569,white
565,12700,chevrolet,door,2017,clean vehicle,58932,black
566,29900,ford,f-150,2019,clean vehicle,17488,white
567,12700,chevrolet,door,2017,clean vehicle,60733,black
568,27202,ford,f-150,2019,clean vehicle,18550,red
569,13500,chevrolet,impala,2018,clean vehicle,53194,white
570,27705,ford,f-150,2019,clean vehicle,17644,silver
571,14700,chevrolet,van,2016,clean vehicle,34454,white
572,29900,ford,f-150,2019,clean vehicle,17684,white
573,4500,chevrolet,door,2015,clean vehicle,83279,gray
574,27705,ford,f-150,2019,clean vehicle,16600,silver
575,8000,chevrolet,door,2015,clean vehicle,107971,gray
576,25511,ford,f-150,2019,clean vehicle,17801,silver
577,7700,chevrolet,colorado,2015,clean vehicle,94150,white
578,29900,ford,f-150,2019,clean vehicle,17159,silver
579,7200,chevrolet,van,2015,clean vehicle,80711,white
580,27502,ford,f-150,2019,clean vehicle,17983,red
581,4500,chevrolet,door,2013,clean vehicle,119981,white
582,27402,ford,f-150,2019,clean vehicle,17851,white
583,1500,chevrolet,sonic,2013,clean vehicle,66079,black
584,26602,ford,f-150,2019,clean vehicle,18174,white
585,10200,chevrolet,sonic,2019,clean vehicle,7654,black
586,29900,ford,f-150,2019,clean vehicle,18759,black
587,14000,chevrolet,colorado,2019,clean vehicle,11564,white
588,28500,ford,f-150,2019,clean vehicle,18901,silver
589,8000,chevrolet,door,2016,clean vehicle,86541,black
590,29809,ford,f-150,2019,clean vehicle,21157,silver
591,36900,chevrolet,corvette,2015,clean vehicle,29937,black
592,26902,ford,f-150,2019,clean vehicle,23964,white
593,10950,chevrolet,door,2015,clean vehicle,58504,red
594,27402,ford,f-150,2019,clean vehicle,20154,white
595,16900,acura,mdx,2014,clean vehicle,63500,silver
596,25600,ford,f-150,2019,clean vehicle,23294,silver
597,29700,bmw,series,2016,clean vehicle,24293,no_color
598,27702,ford,f-150,2019,clean vehicle,20343,red
599,13500,buick,encore,2016,clean vehicle,19655,red
600,27102,ford,f-150,2019,clean vehicle,19100,white
601,27102,ford,f-150,2019,clean vehicle,20014,white
602,25811,ford,f-150,2019,clean vehicle,21774,black
603,26602,ford,f-150,2019,clean vehicle,21201,white
604,27102,ford,f-150,2019,clean vehicle,21766,white
605,37500,buick,enclave,2019,clean vehicle,12406,gray
606,26211,ford,flex,2019,clean vehicle,17977,blue
607,24205,ford,flex,2019,clean vehicle,22805,silver
608,37500,cadillac,xt5,2019,clean vehicle,16013,black
609,27111,ford,flex,2019,clean vehicle,14382,black
610,27411,ford,flex,2019,clean vehicle,9660,black
611,27302,ford,flex,2019,clean vehicle,18969,black
612,27202,ford,f-150,2019,clean vehicle,24730,gray
613,26311,ford,flex,2019,clean vehicle,15847,red
614,26602,ford,f-150,2019,clean vehicle,25009,white
615,33500,bmw,series,2017,clean vehicle,22115,blue
616,27511,ford,flex,2019,clean vehicle,11836,white
617,21500,buick,door,2017,clean vehicle,23765,red
618,27200,ford,f-150,2019,clean vehicle,25508,silver
619,26511,ford,flex,2019,clean vehicle,18196,red
620,24002,ford,flex,2019,clean vehicle,16106,gray
621,21500,buick,door,2017,clean vehicle,14907,silver
622,18511,ford,fusion,2019,clean vehicle,12735,gray
623,14000,kia,sorento,2017,clean vehicle,53424,black
624,29000,buick,door,2017,clean vehicle,17940,green
625,23402,ford,flex,2019,clean vehicle,17417,gray
626,13300,kia,door,2017,clean vehicle,37125,no_color
627,19700,bmw,x3,2017,clean vehicle,61428,black
628,23211,ford,flex,2019,clean vehicle,17025,black
629,15500,kia,sorento,2017,clean vehicle,37668,red
630,18111,ford,fusion,2019,clean vehicle,15805,black
631,21500,kia,sorento,2017,clean vehicle,43761,gray
632,25511,ford,mustang,2019,clean vehicle,11342,gray
633,17700,chevrolet,equinox,2017,clean vehicle,35664,blue
634,28000,chevrolet,cutaway,2017,clean vehicle,12780,white
635,14000,chevrolet,door,2017,clean vehicle,38458,blue
636,21700,chevrolet,door,2017,clean vehicle,34420,silver
637,13500,chevrolet,door,2017,clean vehicle,46497,white
638,35500,chevrolet,1500,2017,clean vehicle,21268,no_color
639,29500,chevrolet,1500,2017,clean vehicle,31029,red
640,25300,chevrolet,1500,2017,clean vehicle,40878,no_color
641,21500,chevrolet,1500,2016,clean vehicle,20270,silver
642,25900,chevrolet,door,2016,clean vehicle,32984,blue
643,35300,chevrolet,door,2016,clean vehicle,75506,black
644,13500,chevrolet,door,2016,clean vehicle,39951,red
645,62000,chevrolet,corvette,2016,clean vehicle,19403,white
646,46000,chevrolet,corvette,2016,clean vehicle,4445,black
647,9000,chevrolet,malibu,2016,clean vehicle,67527,gray
648,25900,chevrolet,door,2016,clean vehicle,33588,white
649,25800,chevrolet,door,2016,clean vehicle,10103,no_color
650,17000,chevrolet,door,2016,clean vehicle,26474,gray
651,12800,chevrolet,door,2016,clean vehicle,40253,white
652,47400,chevrolet,3500,2016,clean vehicle,39624,red
653,24400,chevrolet,door,2016,clean vehicle,48705,gray
654,17100,chevrolet,trax,2016,clean vehicle,19659,white
655,7400,chevrolet,door,2015,clean vehicle,91299,no_color
656,33100,chevrolet,door,2015,clean vehicle,81614,gold
657,22000,chevrolet,trax,2020,clean vehicle,179,gray
658,35000,chevrolet,1500,2019,clean vehicle,5523,no_color
659,16500,chevrolet,equinox,2019,clean vehicle,29841,silver
660,35300,chevrolet,1500,2019,clean vehicle,8516,silver
661,26900,chevrolet,traverse,2018,clean vehicle,42941,black
662,11600,chevrolet,trax,2017,clean vehicle,27498,black
663,28100,chevrolet,1500,2017,clean vehicle,31141,silver
664,27700,chevrolet,1500,2017,clean vehicle,20784,white
665,17700,chevrolet,passenger,2017,clean vehicle,52667,white
666,16600,chevrolet,volt,2017,clean vehicle,26003,no_color
667,63200,chevrolet,corvette,2016,clean vehicle,4266,red
668,36800,chevrolet,door,2015,clean vehicle,32332,white
669,19500,chevrolet,passenger,2018,clean vehicle,44333,white
670,38800,chevrolet,tahoe,2019,clean vehicle,36198,blue
671,37500,chevrolet,tahoe,2019,clean vehicle,33331,silver
672,35000,chevrolet,suburban,2019,clean vehicle,43082,gray
673,31100,chevrolet,camaro,2019,clean vehicle,24561,gray
674,22600,chevrolet,van,2019,clean vehicle,13485,white
675,22400,chevrolet,van,2019,clean vehicle,15524,white
676,22700,chevrolet,van,2019,clean vehicle,8996,white
677,13700,chevrolet,malibu,2019,clean vehicle,47282,silver
678,37100,chevrolet,suburban,2019,clean vehicle,34470,black
679,18500,chevrolet,colorado,2018,clean vehicle,87264,green
680,18300,chevrolet,2500,2017,clean vehicle,114344,white
681,19000,chevrolet,2500,2017,clean vehicle,111635,white
682,18500,chevrolet,1500,2017,clean vehicle,103955,white
683,22500,chevrolet,door,2016,clean vehicle,66640,white
684,14500,chevrolet,door,2014,clean vehicle,122018,white
685,32800,chevrolet,tahoe,2018,clean vehicle,46915,gray
686,12300,chevrolet,malibu,2018,clean vehicle,53599,black
687,19600,chevrolet,1500,2018,clean vehicle,41672,gray
688,13600,chevrolet,malibu,2018,clean vehicle,36047,white
689,7200,chevrolet,spark,2018,clean vehicle,42561,red
690,19900,chevrolet,1500,2018,clean vehicle,40345,white
691,13000,chevrolet,malibu,2018,clean vehicle,41751,gray
692,19700,chevrolet,door,2016,clean vehicle,27593,white
693,9400,chevrolet,door,2017,clean vehicle,24009,blue
694,23800,chevrolet,1500,2017,clean vehicle,85697,white
695,17700,chevrolet,equinox,2019,clean vehicle,25223,white
696,17000,chevrolet,door,2015,clean vehicle,27927,white
697,14000,chevrolet,door,2014,clean vehicle,135127,red
698,32100,chevrolet,2500,2018,clean vehicle,55532,white
699,33100,chevrolet,2500,2019,clean vehicle,72172,white
700,31600,chevrolet,2500,2018,clean vehicle,57751,white
701,5100,chevrolet,door,2013,clean vehicle,96314,gray
702,4100,chevrolet,door,2013,clean vehicle,89152,blue
703,7200,chevrolet,door,2014,clean vehicle,114660,silver
704,12800,chevrolet,1500,2014,clean vehicle,177322,white
705,46800,chevrolet,1500,2019,clean vehicle,36423,gray
706,21800,chevrolet,van,2019,clean vehicle,23759,white
707,3000,chevrolet,door,2013,clean vehicle,120667,gray
708,22500,chevrolet,colorado,2017,clean vehicle,65344,red
709,35300,chevrolet,suburban,2018,clean vehicle,51347,black
710,16500,chevrolet,volt,2017,clean vehicle,52322,black
711,33000,chevrolet,door,2017,clean vehicle,67620,black
712,31500,chevrolet,1500,2017,clean vehicle,59965,black
713,34500,chevrolet,1500,2017,clean vehicle,28739,silver
714,8000,chevrolet,trax,2016,clean vehicle,77429,silver
715,25000,chevrolet,1500,2017,clean vehicle,20847,white
716,10700,chevrolet,trax,2016,clean vehicle,44280,red
717,13400,chevrolet,door,2016,clean vehicle,86031,silver
718,16500,chevrolet,equinox,2019,clean vehicle,7622,gold
719,34000,chevrolet,traverse,2019,clean vehicle,8067,white
720,14100,chevrolet,trax,2018,clean vehicle,16502,white
721,38600,chevrolet,1500,2019,clean vehicle,20681,black
722,9100,chevrolet,door,2016,clean vehicle,54655,blue
723,8600,chevrolet,door,2016,clean vehicle,57825,blue
724,22000,chevrolet,door,2016,clean vehicle,58856,white
725,8900,chevrolet,colorado,2015,clean vehicle,85072,white
726,15500,chevrolet,door,2015,clean vehicle,79506,red
727,3300,chevrolet,door,2015,clean vehicle,85301,silver
728,29000,chevrolet,1500,2015,clean vehicle,69377,brown
729,17300,chevrolet,equinox,2020,clean vehicle,15577,black
730,30500,chevrolet,traverse,2020,clean vehicle,23470,silver
731,25000,chevrolet,impala,2020,clean vehicle,18715,silver
732,2800,chevrolet,cruze,2012,clean vehicle,61258,white
733,3300,chevrolet,door,2012,clean vehicle,131791,no_color
734,36400,chevrolet,suburban,2019,clean vehicle,35705,silver
735,34800,chevrolet,suburban,2019,clean vehicle,48982,silver
736,20700,chevrolet,ld,2019,clean vehicle,33745,white
737,32200,chevrolet,suburban,2019,clean vehicle,42267,silver
738,35300,chevrolet,tahoe,2019,clean vehicle,46863,black
739,33500,chevrolet,suburban,2019,clean vehicle,36443,white
740,13700,chevrolet,impala,2019,clean vehicle,14939,blue
741,15900,chevrolet,malibu,2019,clean vehicle,22026,black
742,33200,chevrolet,suburban,2019,clean vehicle,38278,black
743,35500,chevrolet,suburban,2019,clean vehicle,46149,silver
744,29800,chevrolet,suburban,2018,clean vehicle,48427,silver
745,29800,chevrolet,suburban,2018,clean vehicle,48807,gray
746,29500,chevrolet,suburban,2018,clean vehicle,52618,silver
747,30300,chevrolet,suburban,2018,clean vehicle,46494,white
748,24300,chevrolet,1500,2018,clean vehicle,56296,black
749,29800,chevrolet,suburban,2017,clean vehicle,33909,silver
750,29800,chevrolet,suburban,2017,clean vehicle,33028,white
751,27500,chevrolet,camaro,2016,clean vehicle,44653,white
752,10800,chevrolet,door,2017,clean vehicle,80516,gray
753,11500,chevrolet,van,2017,clean vehicle,105151,white
754,10400,chevrolet,van,2017,clean vehicle,78368,white
755,11400,chevrolet,equinox,2018,clean vehicle,78956,white
756,11400,chevrolet,equinox,2018,clean vehicle,88564,white
757,8000,chevrolet,door,2015,clean vehicle,78800,white
758,3000,chevrolet,door,2012,clean vehicle,111856,white
759,25000,chevrolet,door,2015,clean vehicle,80946,black
760,12300,chevrolet,traverse,2017,clean vehicle,83168,gray
761,14100,chevrolet,traverse,2017,clean vehicle,58606,white
762,9000,chevrolet,van,2014,clean vehicle,82020,white
763,4200,chevrolet,door,2014,clean vehicle,102500,black
764,22500,chevrolet,van,2019,clean vehicle,8150,white
765,22600,chevrolet,van,2019,clean vehicle,6159,white
766,22600,chevrolet,van,2019,clean vehicle,5938,white
767,22500,chevrolet,van,2019,clean vehicle,9019,white
768,10200,chevrolet,malibu,2018,clean vehicle,45836,white
769,42700,chevrolet,3500,2016,clean vehicle,60215,white
770,21200,chevrolet,tahoe,2015,clean vehicle,125507,white
771,22700,chevrolet,door,2016,clean vehicle,90944,white
772,22000,chevrolet,tahoe,2015,clean vehicle,82785,gray
773,9600,chevrolet,1500,2014,clean vehicle,150525,white
774,10500,chevrolet,door,2013,clean vehicle,112267,silver
775,6700,chevrolet,door,2013,clean vehicle,139394,white
776,14200,chevrolet,door,2013,clean vehicle,82543,black
777,15500,chevrolet,equinox,2019,clean vehicle,13532,white
778,35100,chevrolet,1500,2018,clean vehicle,14751,blue
779,26300,chevrolet,camaro,2018,clean vehicle,11150,gray
780,15700,chevrolet,colorado,2016,clean vehicle,91248,white
781,17600,chevrolet,1500,2016,clean vehicle,65336,white
782,18600,chevrolet,1500,2016,clean vehicle,48974,white
783,19100,chevrolet,1500,2016,clean vehicle,40011,white
784,15200,chevrolet,equinox,2019,clean vehicle,37444,black
785,16100,chevrolet,equinox,2019,clean vehicle,43199,white
786,14800,chevrolet,equinox,2019,clean vehicle,43589,charcoal
787,16700,chevrolet,equinox,2019,clean vehicle,32870,charcoal
788,15300,chevrolet,equinox,2019,clean vehicle,38826,charcoal
789,16500,chevrolet,equinox,2019,clean vehicle,33739,charcoal
790,19600,chevrolet,passenger,2019,clean vehicle,35309,white
791,15200,chevrolet,impala,2019,clean vehicle,32248,red
792,15000,chevrolet,impala,2019,clean vehicle,36165,silver
793,15500,chevrolet,impala,2019,clean vehicle,29922,charcoal
794,15700,chevrolet,impala,2019,clean vehicle,26848,silver
795,14800,chevrolet,impala,2019,clean vehicle,41163,charcoal
796,9200,chevrolet,cruze,2017,clean vehicle,32856,red
797,8200,chevrolet,impala,2017,clean vehicle,100315,black
798,11400,chevrolet,door,2013,clean vehicle,91638,silver
799,6500,chevrolet,door,2015,clean vehicle,83173,white
800,11500,chevrolet,door,2014,clean vehicle,94356,gray
801,23800,chevrolet,door,2015,clean vehicle,85792,black
802,8900,chevrolet,door,2014,clean vehicle,129068,white
803,28300,chevrolet,ld,2019,clean vehicle,27665,red
804,27300,chevrolet,ld,2019,clean vehicle,25427,black
805,3500,chevrolet,door,2013,clean vehicle,78198,gray
806,28300,chevrolet,colorado,2020,clean vehicle,13886,silver
807,18300,chevrolet,impala,2019,clean vehicle,34538,silver
808,22500,dodge,charger,2018,clean vehicle,20575,silver
809,22500,dodge,charger,2018,clean vehicle,26026,gray
810,8300,dodge,door,2012,clean vehicle,99015,gray
811,16500,dodge,caravan,2019,clean vehicle,27327,gray
812,14500,dodge,journey,2019,clean vehicle,30229,silver
813,30000,dodge,charger,2019,clean vehicle,43294,white
814,30000,dodge,charger,2019,clean vehicle,54309,orange
815,30000,dodge,charger,2019,clean vehicle,52822,white
816,30000,dodge,charger,2019,clean vehicle,45554,white
817,30000,dodge,charger,2019,clean vehicle,37538,white
818,29500,dodge,charger,2019,clean vehicle,35153,red
819,21600,dodge,challenger,2019,clean vehicle,23783,white
820,22600,dodge,charger,2019,clean vehicle,30759,black
821,16300,dodge,caravan,2019,clean vehicle,38922,gray
822,8600,dodge,door,2012,clean vehicle,165836,blue
823,28800,dodge,durango,2019,clean vehicle,19235,no_color
824,22100,dodge,challenger,2019,clean vehicle,9445,gray
825,14300,dodge,journey,2018,clean vehicle,19164,gray
826,13700,dodge,caravan,2018,clean vehicle,54106,white
827,29500,dodge,challenger,2017,clean vehicle,32051,no_color
828,18500,dodge,journey,2017,clean vehicle,14870,gray
829,19000,dodge,door,2016,clean vehicle,32294,blue
830,43400,dodge,challenger,2015,clean vehicle,7250,white
831,46000,dodge,challenger,2015,clean vehicle,10145,no_color
832,12500,dodge,journey,2018,clean vehicle,59924,silver
833,13900,dodge,charger,2017,clean vehicle,21304,black
834,13000,dodge,caravan,2018,clean vehicle,52079,white
835,13000,dodge,caravan,2018,clean vehicle,54960,white
836,3000,dodge,door,2013,clean vehicle,80099,white
837,17500,dodge,caravan,2019,clean vehicle,23987,black
838,7900,dodge,door,2017,clean vehicle,84144,gray
839,8900,dodge,door,2014,clean vehicle,85639,blue
840,11500,dodge,caravan,2018,clean vehicle,50193,no_color
841,6500,dodge,journey,2017,clean vehicle,74392,black
842,8000,dodge,door,2017,clean vehicle,76117,black
843,18700,dodge,challenger,2018,clean vehicle,36358,gray
844,8350,dodge,journey,2017,clean vehicle,90685,white
845,27900,dodge,charger,2017,clean vehicle,54141,orange
846,14500,dodge,door,2016,clean vehicle,82240,white
847,6200,dodge,door,2016,clean vehicle,66167,silver
848,7500,dodge,door,2012,clean vehicle,144220,gray
849,20200,dodge,caravan,2019,clean vehicle,24722,black
850,29300,dodge,durango,2019,clean vehicle,41198,silver
851,31000,dodge,durango,2019,clean vehicle,26353,black
852,32400,dodge,durango,2019,clean vehicle,28280,white
853,5800,dodge,door,2012,clean vehicle,130120,white
854,21500,dodge,charger,2019,clean vehicle,15340,black
855,23100,dodge,charger,2018,clean vehicle,12265,silver
856,4500,dodge,van,2014,clean vehicle,94872,gray
857,24800,dodge,charger,2018,clean vehicle,17946,silver
858,23000,dodge,charger,2018,clean vehicle,26996,gray
859,26900,dodge,journey,2019,clean vehicle,5775,gray
860,21500,dodge,challenger,2018,clean vehicle,6748,gray
861,15700,dodge,journey,2018,clean vehicle,38128,white
862,15200,dodge,caravan,2018,clean vehicle,41636,silver
863,23300,dodge,charger,2018,clean vehicle,5359,blue
864,6100,dodge,door,2015,clean vehicle,70296,white
865,20000,dodge,journey,2017,clean vehicle,11346,green
866,53000,dodge,challenger,2017,clean vehicle,7415,no_color
867,3000,dodge,door,2013,clean vehicle,107593,orange
868,18200,dodge,door,2016,clean vehicle,50639,black
869,21800,dodge,challenger,2019,clean vehicle,6530,gray
870,52000,dodge,charger,2016,clean vehicle,17432,blue
871,19000,dodge,charger,2019,clean vehicle,19636,black
872,25000,dodge,challenger,2016,clean vehicle,41748,no_color
873,36000,dodge,challenger,2016,clean vehicle,13162,red
874,17000,dodge,caravan,2019,clean vehicle,32937,white
875,25300,dodge,door,2015,clean vehicle,23095,red
876,14900,dodge,journey,2017,clean vehicle,34432,gray
877,15000,dodge,caravan,2017,clean vehicle,48162,no_color
878,12995,dodge,doors,2014,clean vehicle,68310,gray
879,17750,dodge,doors,2014,clean vehicle,48000,black
880,10295,dodge,doors,2014,clean vehicle,105962,black
881,16995,dodge,doors,2014,clean vehicle,96575,gray
882,25000,dodge,doors,2014,clean vehicle,13239,toreador red
883,23995,dodge,doors,2014,clean vehicle,24934,bright white clearcoat
884,14900,dodge,doors,2014,clean vehicle,46859,billet silver metallic clearcoat
885,15810,dodge,doors,2014,clean vehicle,44468,black clearcoat
886,20227,dodge,doors,2014,clean vehicle,62230,jazz blue pearlcoat
887,20999,dodge,doors,2014,clean vehicle,37082,silver
888,22499,dodge,doors,2014,clean vehicle,23964,bright white clearcoat
889,23495,dodge,doors,2014,clean vehicle,11204,black clearcoat
890,25250,dodge,doors,2014,clean vehicle,7608,billet silver metallic clearcoat
891,15322,dodge,doors,2014,clean vehicle,49982,billet silver metallic clearcoat
892,21232,dodge,charger,2019,clean vehicle,4950,gray
893,5800,dodge,journey,2013,clean vehicle,111628,white
894,29000,dodge,door,2012,clean vehicle,15927,black
895,17000,dodge,caravan,2018,clean vehicle,36299,gray
896,13800,dodge,journey,2018,clean vehicle,28469,red
897,30000,dodge,durango,2019,clean vehicle,29086,gray
898,14800,dodge,caravan,2017,clean vehicle,35991,gray
899,8500,dodge,journey,2017,clean vehicle,62224,black
900,9800,dodge,door,2013,clean vehicle,86500,white
901,4200,dodge,door,2014,clean vehicle,144725,gray
902,2500,dodge,van,2013,salvage insurance,163260,red
903,28700,dodge,charger,2018,clean vehicle,19636,blue
904,18500,dodge,challenger,2018,clean vehicle,34272,gray
905,17300,dodge,challenger,2018,clean vehicle,42909,no_color
906,7100,dodge,door,2016,clean vehicle,55749,gray
907,3250,dodge,door,2015,salvage insurance,89142,white
908,30700,dodge,durango,2017,clean vehicle,20328,no_color
909,3000,dodge,door,2012,clean vehicle,149332,gray
910,26500,dodge,durango,2019,clean vehicle,28551,gray
911,20800,dodge,charger,2019,clean vehicle,35098,gray
912,20800,dodge,charger,2019,clean vehicle,35365,gray
913,5100,dodge,door,2015,clean vehicle,88398,white
914,18900,dodge,challenger,2019,clean vehicle,27957,black
915,24000,dodge,durango,2019,clean vehicle,30161,silver
916,38800,dodge,challenger,2015,clean vehicle,26292,white
917,24500,dodge,durango,2019,clean vehicle,25780,white
918,24500,dodge,durango,2019,clean vehicle,25032,black
919,6500,dodge,door,2016,clean vehicle,72248,blue
920,24000,dodge,durango,2019,clean vehicle,30630,gray
921,18000,dodge,door,2014,clean vehicle,86125,no_color
922,24000,dodge,durango,2019,clean vehicle,30408,white
923,23500,dodge,durango,2019,clean vehicle,35443,silver
924,4500,dodge,van,2014,clean vehicle,95377,white
925,25900,dodge,durango,2019,clean vehicle,32724,silver
926,13900,dodge,caravan,2019,clean vehicle,45089,gray
927,14200,dodge,journey,2019,clean vehicle,35948,silver
928,15400,dodge,caravan,2019,clean vehicle,41601,blue
929,17500,dodge,challenger,2019,clean vehicle,26370,gray
930,17500,dodge,caravan,2019,clean vehicle,18271,white
931,18000,dodge,caravan,2019,clean vehicle,9476,white
932,25200,dodge,door,2012,clean vehicle,80899,gray
933,14100,dodge,caravan,2018,clean vehicle,57394,black
934,13300,dodge,caravan,2018,clean vehicle,42190,white
935,16200,dodge,caravan,2019,clean vehicle,22591,black
936,13300,dodge,caravan,2018,clean vehicle,48681,gray
937,13100,dodge,caravan,2018,clean vehicle,42621,silver
938,15500,dodge,caravan,2017,clean vehicle,27761,silver
939,4500,dodge,door,2013,salvage insurance,107768,white
940,28400,dodge,durango,2019,clean vehicle,14355,gray
941,17400,dodge,caravan,2019,clean vehicle,9467,gray
942,6000,dodge,door,2014,clean vehicle,122837,silver
943,20700,dodge,challenger,2019,clean vehicle,18313,gray
944,20300,dodge,challenger,2019,clean vehicle,19506,black
945,14000,dodge,journey,2018,clean vehicle,14750,black
946,22000,dodge,challenger,2019,clean vehicle,11280,green
947,17200,dodge,journey,2019,clean vehicle,13944,blue
948,15000,dodge,door,2016,clean vehicle,26922,blue
949,17500,dodge,journey,2019,clean vehicle,12690,gray
950,1300,dodge,door,2013,salvage insurance,239822,gray
951,1750,dodge,door,2014,salvage insurance,74975,red
952,16300,dodge,caravan,2019,clean vehicle,28289,red
953,15700,dodge,caravan,2019,clean vehicle,38041,red
954,10000,dodge,journey,2017,clean vehicle,52386,silver
955,23100,dodge,charger,2019,clean vehicle,34391,white
956,14900,dodge,caravan,2019,clean vehicle,39515,red
957,16700,dodge,journey,2019,clean vehicle,22074,orange
958,16300,dodge,caravan,2019,clean vehicle,28782,white
959,25800,dodge,durango,2019,clean vehicle,30092,red
960,23800,dodge,challenger,2019,clean vehicle,26443,black
961,16800,dodge,journey,2019,clean vehicle,28981,red
962,15500,dodge,journey,2019,clean vehicle,32865,white
963,6000,dodge,door,2014,clean vehicle,117258,blue
964,26900,dodge,durango,2019,clean vehicle,16397,white
965,16900,dodge,caravan,2019,clean vehicle,16176,white
966,19500,dodge,caravan,2019,clean vehicle,1091,gray
967,15400,dodge,caravan,2019,clean vehicle,17472,black
968,2300,dodge,door,2012,clean vehicle,123882,white
969,17000,dodge,charger,2019,clean vehicle,10341,red
970,34000,dodge,durango,2019,clean vehicle,19695,black
971,13700,dodge,journey,2017,clean vehicle,51041,black
972,19100,dodge,challenger,2018,clean vehicle,22646,white
973,11800,dodge,journey,2018,clean vehicle,18138,white
974,27500,dodge,durango,2019,clean vehicle,23987,gray
975,26900,dodge,durango,2019,clean vehicle,17160,black
976,27100,dodge,durango,2019,clean vehicle,26929,white
977,27200,dodge,durango,2019,clean vehicle,25815,white
978,9000,dodge,caravan,2017,clean vehicle,81992,silver
979,22500,dodge,challenger,2019,clean vehicle,5000,gray
980,7700,dodge,door,2015,clean vehicle,62683,white
981,4500,dodge,van,2013,clean vehicle,107224,white
982,2200,dodge,door,2013,salvage insurance,184905,gray
983,21500,dodge,charger,2019,clean vehicle,35153,black
984,18800,dodge,challenger,2019,clean vehicle,26474,orange
985,21800,dodge,charger,2019,clean vehicle,30943,red
986,20300,dodge,challenger,2019,clean vehicle,17154,black
987,8200,dodge,van,2016,clean vehicle,79637,white
988,19000,dodge,caravan,2019,clean vehicle,12123,red
989,8400,dodge,door,2016,clean vehicle,107822,blue
990,19500,dodge,caravan,2019,clean vehicle,10221,blue
991,7000,dodge,door,2015,clean vehicle,95278,blue
992,19500,dodge,challenger,2019,clean vehicle,13457,gray
993,8500,dodge,van,2014,clean vehicle,69936,blue
994,20500,dodge,challenger,2019,clean vehicle,13520,gray
995,4900,dodge,door,2014,clean vehicle,96922,silver
996,20800,dodge,door,2014,clean vehicle,72594,black
997,28500,dodge,durango,2019,clean vehicle,17896,silver
998,21900,dodge,caravan,2019,clean vehicle,11088,silver
999,15800,dodge,caravan,2019,clean vehicle,29567,black
